# Processed image data
# 32x32
 24,	 78,	112,	141,	 72,	 61,	 95,	 54,	 39,	 61,	 26,	 26,	 31,	 97,	202,	172,	255,	255,	255,	255,	255,	255,	255,	255,	255,	255,	255,	 71,	 40,	 33,	 64,	 31
 23,	 40,	 35,	 30,	 50,	 53,	 77,	 39,	 37,	 76,	100,	 57,	 49,	140,	107,	 80,	255,	255,	255,	239,	255,	255,	255,	255,	124,	 84,	 51,	 29,	 23,	 29,	 33,	 19
 24,	 29,	 31,	 15,	 33,	 55,	 53,	 39,	 37,	 48,	 77,	 31,	 31,	 64,	 43,	 30,	255,	255,	255,	171,	255,	255,	255,	255,	255,	111,	 73,	 37,	 43,	 17,	 19,	 12
 10,	  7,	 10,	 12,	 12,	 12,	 10,	 10,	 47,	 24,	 49,	 39,	  9,	 29,	 35,	 40,	206,	255,	255,	 89,	122,	108,	247,	210,	111,	112,	 48,	 20,	 17,	 15,	 22,	 12
  5,	 10,	  9,	 14,	  9,	 17,	 15,	 14,	 26,	 56,	 45,	 27,	 34,	 73,	 65,	 19,	255,	255,	255,	158,	 93,	 97,	255,	  0,	255,	149,	 50,	 26,	 15,	 24,	 15,	 12
 12,	  3,	 22,	 17,	 24,	 15,	 15,	  9,	  7,	 26,	 10,	 22,	  9,	 12,	 12,	 10,	 85,	220,	229,	 72,	103,	155,	130,	252,	129,	142,	 97,	 42,	 22,	 33,	 24,	 14
  3,	 10,	 12,	 12,	  9,	  5,	  9,	 12,	 20,	 10,	 19,	  0,	 23,	 19,	 23,	 22,	 75,	 51,	 58,	 81,	 71,	160,	 69,	  3,	 99,	 44,	 66,	 23,	  9,	  9,	  9,	 12
 14,	 12,	 15,	 10,	 19,	  5,	 12,	 10,	  9,	 22,	 10,	 10,	 15,	 24,	 43,	 29,	 57,	 68,	 61,	 96,	117,	110,	110,	128,	 74,	 73,	 37,	 19,	 17,	 12,	 10,	 14
 10,	  9,	  7,	  5,	  9,	  9,	 12,	  9,	 22,	 48,	 20,	 22,	  5,	 10,	 20,	 35,	 73,	120,	 78,	 81,	 97,	 76,	 53,	 55,	 80,	 91,	 22,	 14,	 10,	 14,	 15,	 10
 37,	 15,	 20,	 20,	 20,	 14,	 20,	  7,	  9,	 17,	 10,	  5,	 23,	 19,	 24,	 30,	 43,	 53,	 55,	 47,	 37,	 63,	 27,	 51,	 37,	 45,	 15,	 15,	 15,	 31,	 12,	 17
 19,	 19,	 12,	 23,	  9,	  9,	 10,	  9,	 34,	 19,	 27,	 10,	 17,	 23,	 15,	 10,	 26,	 64,	 56,	 33,	 40,	 64,	 23,	 20,	  9,	 22,	 12,	  5,	 14,	 23,	 19,	 19
