# Original image data
# 3x23
0.097,	0.140,	0.133
0.256,	0.346,	0.284
0.556,	0.950,	0.194
0.357,	0.341,	0.453
0.910,	0.655,	0.394
0.499,	0.556,	0.446
0.623,	0.577,	0.348
0.511,	0.803,	0.274
0.512,	0.522,	0.178
0.497,	0.471,	0.242
0.410,	0.399,	0.157
0.502,	0.291,	0.196
0.293,	0.363,	0.176
0.773,	0.528,	0.333
0.275,	0.196,	0.142
0.350,	0.410,	0.170
0.267,	0.161,	0.105
0.484,	0.324,	0.237
0.350,	0.117,	0.108
0.299,	0.250,	0.148
0.191,	0.326,	0.141
0.287,	0.249,	0.141
0.333,	0.274,	0.282
