# Original image data
# 3x23
0.434,	0.721,	0.348
0.161,	0.186,	0.439
0.375,	0.530,	0.184
0.283,	0.215,	0.223
0.989,	0.422,	0.406
0.171,	0.085,	0.170
0.341,	0.390,	0.208
0.112,	0.171,	0.121
0.061,	0.086,	0.101
0.180,	0.290,	0.062
0.120,	0.151,	0.047
0.105,	0.161,	0.061
0.183,	0.138,	0.062
0.062,	0.094,	0.027
0.103,	0.135,	0.040
0.083,	0.085,	0.038
0.075,	0.062,	0.029
0.115,	0.093,	0.101
0.110,	0.065,	0.040
0.058,	0.084,	0.037
0.073,	0.109,	0.216
0.065,	0.061,	0.107
0.109,	0.109,	0.068
