# Original image data
# 3x23
0.078,	0.120,	0.105
0.191,	0.272,	0.222
0.428,	0.678,	0.137
0.275,	0.235,	0.340
0.699,	0.452,	0.312
0.409,	0.442,	0.378
0.528,	0.466,	0.278
0.409,	0.607,	0.206
0.404,	0.411,	0.137
0.392,	0.360,	0.196
0.329,	0.294,	0.121
0.418,	0.216,	0.159
0.248,	0.275,	0.142
0.606,	0.384,	0.245
0.205,	0.143,	0.106
0.279,	0.311,	0.118
0.200,	0.122,	0.077
0.407,	0.269,	0.191
0.279,	0.101,	0.087
0.226,	0.188,	0.119
0.146,	0.253,	0.109
0.218,	0.206,	0.111
0.249,	0.214,	0.229
