# Original image data
# 4x17
0.432,	0.567,	0.666,	0.427
0.345,	0.943,	0.714,	0.244
0.681,	0.619,	0.343,	0.299
0.532,	0.997,	0.649,	0.202
0.428,	0.759,	0.376,	0.163
0.427,	0.289,	0.224,	0.316
0.412,	0.583,	0.379,	0.524
0.637,	0.297,	0.234,	0.179
0.344,	0.272,	0.290,	0.364
0.472,	0.438,	0.360,	0.381
0.325,	0.122,	0.096,	0.269
0.547,	0.286,	0.414,	0.364
0.886,	0.174,	0.142,	0.274
0.245,	0.124,	0.113,	0.072
0.370,	0.397,	0.521,	0.712
0.281,	0.367,	0.254,	0.100
0.264,	0.162,	0.301,	0.246
