# Original image data
# 3x23
0.334,	0.450,	0.596
0.407,	0.937,	0.837
0.854,	0.714,	0.994
0.312,	0.930,	0.467
0.362,	0.750,	0.777
0.349,	0.661,	0.356
0.415,	0.418,	0.434
0.656,	0.869,	0.483
0.347,	0.327,	0.283
0.667,	0.923,	0.376
0.637,	0.841,	0.503
0.625,	0.752,	0.527
0.623,	0.591,	0.352
0.593,	0.680,	0.401
0.529,	0.552,	0.307
0.599,	0.581,	0.412
0.403,	0.306,	0.201
0.398,	0.517,	0.281
0.269,	0.257,	0.255
0.406,	0.428,	0.262
0.237,	0.328,	0.528
0.605,	0.633,	0.263
0.347,	0.655,	0.572
