# Original image data
# 3x23
0.324,	0.455,	0.592
0.399,	0.937,	0.831
0.844,	0.710,	0.990
0.309,	0.919,	0.467
0.362,	0.739,	0.783
0.345,	0.654,	0.356
0.407,	0.413,	0.412
0.652,	0.873,	0.487
0.355,	0.339,	0.293
0.678,	0.940,	0.386
0.645,	0.845,	0.507
0.629,	0.757,	0.527
0.627,	0.596,	0.357
0.593,	0.685,	0.404
0.529,	0.548,	0.316
0.587,	0.577,	0.408
0.396,	0.302,	0.196
0.395,	0.517,	0.276
0.267,	0.249,	0.259
0.411,	0.431,	0.259
0.237,	0.318,	0.528
0.609,	0.633,	0.263
0.347,	0.655,	0.572
