# Original image data
# 3x23
0.326,	0.178,	0.128
0.477,	0.351,	0.416
0.940,	0.475,	0.159
0.271,	0.195,	0.212
0.409,	0.415,	0.273
0.896,	0.620,	0.453
0.988,	0.796,	0.455
0.653,	0.579,	0.219
0.571,	0.507,	0.160
0.721,	0.835,	0.610
0.456,	0.394,	0.295
0.529,	0.510,	0.224
0.252,	0.312,	0.284
0.800,	0.320,	0.390
0.174,	0.283,	0.367
0.573,	0.618,	0.402
0.343,	0.227,	0.199
0.579,	0.370,	0.390
0.877,	0.239,	0.308
0.302,	0.357,	0.361
0.487,	0.463,	0.254
0.609,	0.465,	0.351
0.465,	0.480,	0.478
