# Original image data
# 4x17
0.726,	1.000,	1.000,	1.000
0.330,	0.888,	0.385,	0.637
0.179,	0.995,	0.628,	0.729
0.288,	0.661,	0.263,	0.411
0.134,	0.859,	0.318,	0.155
0.355,	1.000,	0.512,	0.186
0.167,	0.171,	0.360,	0.265
0.497,	0.854,	0.545,	0.213
0.353,	0.344,	0.228,	0.395
0.221,	0.365,	0.239,	0.139
0.663,	0.406,	0.313,	0.230
0.082,	0.116,	0.275,	0.285
0.592,	0.427,	0.176,	0.251
0.146,	0.126,	0.133,	0.202
0.091,	0.139,	0.371,	0.645
0.260,	0.354,	0.227,	0.304
0.151,	0.242,	0.201,	0.478
