# Original image data
# 3x23
0.144,	0.310,	0.161
0.252,	0.166,	0.198
0.846,	0.217,	0.609
0.482,	0.950,	0.533
0.844,	0.866,	0.998
0.392,	0.629,	0.341
0.687,	0.555,	0.392
0.772,	0.663,	0.392
0.337,	0.282,	0.245
0.476,	0.691,	0.339
0.482,	0.453,	0.234
0.138,	0.201,	0.223
0.307,	0.228,	0.201
0.397,	0.400,	0.284
0.283,	0.231,	0.259
0.321,	0.319,	0.233
0.241,	0.201,	0.240
0.126,	0.131,	0.104
0.149,	0.107,	0.119
0.179,	0.183,	0.043
0.165,	0.192,	0.265
0.150,	0.229,	0.092
0.219,	0.385,	0.268
